schema,entity,description,croissance,partitionnement,indexation_minimale,audit
SBOM,risk_prioritization,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,release_comparison,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,ci_cd_sbom_import,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,container_image_reference,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,package_url,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,vulnerability_exception,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,exploitability_signal,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,sbom_policy,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,supply_chain_finding,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
K8S,kubernetes_cluster,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_namespace,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_node,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_workload,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_pod,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_service,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_ingress,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_network_policy,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,persistent_volume,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,storage_class,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,container_image,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,gitops_state,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,service_mesh_relation,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,managed_cluster_account,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
K8S,kubernetes_compliance_finding,"Entité du module Kubernetes avancé et mapping cloud-native utilisée pour Cartographier Kubernetes et les environnements cloud-native de bout en bout, du pod jusqu’au rack, au réseau, aux certif.",K8S,K8S,K8S,K8S
POLICY,policy_rule,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_bundle,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_scope,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_evaluation,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_finding,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_exception,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_evidence,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,compliance_score,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_simulation,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_version,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,control_mapping,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,grc_export,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_schedule,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_remediation_hint,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
POLICY,policy_attestation,"Entité du module Policy Engine et conformité continue utilisée pour Appliquer des règles de conformité transverses sur la donnée, l’architecture, la sécurité, l’IPAM, le réseau, le cloud, .",POLICY,POLICY,POLICY,POLICY
ops,StorageMount,Mountpoint géré par OpenInfra.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,LogicalVolume,Volume logique LVM applicatif ou PostgreSQL.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,FilesystemOwnership,Ownership attendu et constaté d un filesystem.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,SymlinkBinding,Lien symbolique contrôlé par l installateur.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
data,PostgreSQLServiceAccount,Compte système logique gestionnaire PostgreSQL.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
data,ReplicationMode,Mode de réplication PostgreSQL.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
data,ReplicationMember,Membre de réplication PostgreSQL.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
data,NearRealTimeStandbyPolicy,Politique de sélection standby faible latence.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
rsot,SiteHealth,Statut de santé d un site OpenInfra.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
rsot,Region,Regroupement régional de sites.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,RegionalAgentPool,Pool d agents régionaux Entreprise.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,InstallationPostCheck,Rapport de validation post-installation.,standard,non systématique; selon volumétrie,"tenant_id, site_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
,installer_config,Configuration install.ini versionnée par dossier d’installation,,,,
,installer_config_section,Section logique du fichier install.ini,,,,
,installer_config_validation_result,Résultat de validation du fichier install.ini,,,,
,installer_config_plan,Plan de changement généré depuis install.ini,,,,
,installer_config_override,Surcharge contrôlée appliquée à install.ini,,,,
,installer_network_profile,Paramètres FQDN IP mask VIP gateway DNS du nœud,,,,
,installer_storage_profile,Paramètres LVM applicatifs et PostgreSQL,,,,
,installer_scope_profile,Profil édition/scope/service/migrations,,,,
software_license_entitlements,ITAM,Entitlement licence logicielle partitionné par tenant,"tenant_id,license_reference",PostgreSQL partitionné + JSON runtime,,
software_license_compliance_report,ITAM,Rapport de conformité licence logicielle à date,"tenant_id,license_reference,as_of",Calcul applicatif déterministe,,
integrations,external_itsm_glpi_connector_profile,Profil connecteur externe GLPI Inventory sans secret en clair,Faible par tenant,tenant_id,"tenant_id,provider,table_name",Validation profil et changements d’activation
integrations,external_itsm_glpi_asset_sync_plan,Plan déterministe de synchronisation assets RSOT vers GLPI Inventory,Par opération opérateur,tenant_id,"tenant_id,resource_key,target_table",Plan généré et cible externe
integrations,external_itsm_freshservice_connector_profile,Profil connecteur externe Freshservice Assets sans secret en clair,Faible par tenant,tenant_id,"tenant_id,provider,table_name",Validation profil et changements d’activation
integrations,external_itsm_freshservice_asset_sync_plan,Plan déterministe de synchronisation assets RSOT vers Freshservice Assets,Par opération opérateur,tenant_id,"tenant_id,resource_key,target_table",Plan généré et cible externe
