test_id,proof_level,pytest_selectors,evidence_files,qualification_scope,rationale
TST-INICFG-024,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-025,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-026,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-027,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-028,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-029,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-030,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-031,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-032,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-033,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-034,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-035,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-036,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-037,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-038,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-039,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-040,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-041,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-042,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-043,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SEC-044,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-045,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOTQUAL-046,automated,tests/integration/test_contract_rsot_quality_certification.py::test_tst_rsotqual_046_complete_authoritative_object_is_certified_across_interfaces,tests/integration/test_contract_rsot_quality_certification.py;web/tests/rsot-quality-certification.test.mjs;docs/runbooks/RSOT_QUALITY_CERTIFICATION.md,,"Preuve bout-en-bout service, CLI, API, audit et portails : objet complet et récent, source autoritative, score >= 90 et statut certified."
TST-RSOTQUAL-047,automated,tests/integration/test_contract_rsot_quality_rbac.py::test_tst_rsotqual_047_role_without_quality_permission_cannot_read_any_result,tests/integration/test_contract_rsot_quality_rbac.py;web/tests/rsot-quality-rbac.test.mjs;docs/runbooks/RSOT_QUALITY_RBAC.md,,"Preuve négative bout-en-bout service, CLI, API et portails : un rôle sans rsot.quality.read ne reçoit aucune donnée qualité et aucune tentative refusée ne modifie l’état."
TST-RSOTQUAL-048,automated,tests/integration/test_contract_rsot_quality_non_authoritative.py::test_tst_rsotqual_048_non_authoritative_source_is_explicit_across_interfaces,tests/integration/test_contract_rsot_quality_non_authoritative.py;web/tests/rsot-quality-non-authoritative.test.mjs;docs/runbooks/RSOT_QUALITY_NON_AUTHORITATIVE_SOURCE.md,,"Preuve bout-en-bout gouvernance et qualité par service, CLI, API, audit et portails : le finding non_authoritative_source expose champ, source observée, source attendue et règle sans modifier l’objet RSOT."
TST-WEB-049,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-050,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-051,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-052,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-053,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-054,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-055,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-056,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-057,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-058,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-059,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-060,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOT-061,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOT-062,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOT-063,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-064,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-065,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DCIM-066,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DCIM-067,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DCIM-068,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DCIM-069,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOT-070,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DCIM-071,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-IPAM-072,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-IPAM-073,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DISCOVERY-074,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-075,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DISCOVERY-076,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-077,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-078,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-079,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-080,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-081,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-082,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-083,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-084,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-085,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-086,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-ITAM-001,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-ITAM-002,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-087,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-088,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-089,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-090,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-093,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-094,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-096,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-097,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-098,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-099,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-100,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-101,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-102,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-103,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-104,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-105,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-106,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-107,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-109,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-110,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-CLI-111,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-112,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-113,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-114,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-115,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-116,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-117,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-118,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-119,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-120,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-121,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-122,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-123,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-124,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-125,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-126,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-API-127,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-RSOT-128,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-129,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-130,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-131,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-132,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-133,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-134,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-135,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-136,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-137,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-138,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-139,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-PERF-140,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-ID-141,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-ID-142,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-ID-143,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-DATA-144,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-OPS-145,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-091,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-092,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-WEB-095,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LIC-146,automated,tests/unit/test_runtime_offline_licensing.py::test_activation_request_survives_json_round_trip_and_pem_newline,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-147,automated,tests/unit/test_runtime_offline_licensing.py::test_authority_private_key_is_encrypted_and_password_protected,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-148,automated,tests/unit/test_runtime_offline_licensing.py::test_company_edition_installation_and_license_are_cryptographically_bound,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-149,automated,tests/unit/test_runtime_offline_licensing.py::test_crypto_rejects_untrusted_invalid_and_non_ed25519_material,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-150,automated,tests/unit/test_runtime_offline_licensing.py::test_renewal_requires_same_license_and_extends_expiration,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-151,automated,tests/unit/test_runtime_offline_licensing.py::test_active_warning_grace_and_expired_states,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-152,automated,tests/unit/test_runtime_offline_licensing.py::test_clock_rollback_fails_closed,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-153,automated,tests/unit/test_runtime_offline_licensing.py::test_host_quota_is_checked_on_activation_and_runtime_capacity,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-154,automated,tests/integration/test_runtime_offline_licensing_interfaces.py::test_http_license_enforcement_activation_and_renewal;tests/integration/test_runtime_offline_licensing_interfaces.py::test_cli_offline_license_lifecycle_and_business_command_blocking,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-155,automated,tests/integration/test_autonomous_installers.py::TestAutonomousScopeInstallers::test_commercial_server_installer_requires_and_generates_offline_license_material;tests/integration/test_autonomous_installers.py::TestAutonomousScopeInstallers::test_lite_installer_remains_license_exempt_and_rejects_commercial_options,tests/integration/test_autonomous_installers.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-156,automated,tests/integration/test_runtime_offline_licensing_migration.py::test_runtime_license_migration_is_additive_and_partitioned_for_postgresql;tests/integration/test_runtime_offline_licensing_migration.py::test_runtime_license_migration_is_generated_and_json_checked_for_oracle,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-157,automated,tests/integration/test_runtime_offline_licensing_frontend.py::test_react_and_static_portals_surface_accessible_hourly_license_notifications,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-158,automated,tests/unit/test_runtime_offline_licensing.py::test_material_store_uses_atomic_strict_permissions,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-159,automated,tests/unit/test_gate12_qualification.py::TestGate12Qualification::test_policy_and_real_project_pass,tests/unit/test_gate12_qualification.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-160,automated,tests/unit/test_runtime_offline_licensing.py::test_corrupted_persistence_returns_invalid_report_instead_of_500,tests/unit/test_runtime_offline_licensing.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-161,automated,tests/integration/test_runtime_offline_licensing_postgresql_repository.py::test_postgresql_license_repository_persists_locks_and_updates_state,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-LIC-162,automated,tests/integration/test_runtime_offline_licensing_specifications.py::TestRuntimeOfflineLicensingSpecifications::test_gate12_workflow_enforces_complete_release_contract,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-RSOT-163,automated,tests/integration/test_rsot_canonical_contract.py::test_cli_rejects_removed_rsot_aliases;tests/integration/test_rsot_canonical_contract.py::test_http_api_returns_not_found_for_removed_rsot_aliases;tests/integration/test_rsot_canonical_contract.py::test_rbac_rejects_removed_rsot_roles;tests/integration/test_rsot_canonical_contract.py::test_feature_registry_rejects_removed_rsot_capability_aliases,tests/integration/test_rsot_canonical_contract.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
TST-COMP-164,automated,tests/unit/test_gate14_qualification.py::test_gate14_policy_and_real_project_pass;tests/integration/test_contract_completeness_specifications.py::test_cdc_412_contract_is_executable;tests/integration/test_contract_completeness_specifications.py::test_roadmap_25_contract_is_executable,tests/unit/test_gate14_qualification.py;tests/integration/test_contract_completeness_specifications.py,,Preuve automatisée directement reliée à des nœuds pytest réels et résolus.
