id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00743,V02,RSOT,Fonctionnelle,N1,"OpenInfra doit fournir une évaluation qualité par objet RSOT (Ressource Source of Truth) avec score global, sous-scores, statut de certification et liste des anomalies.",La RSOT doit être exploitable comme référentiel fiable et pilotable.,"Tests service, CLI, API et dashboard.",Un objet RSOT complet est certifié et un objet incomplet est rejeté avec anomalies explicites.
REQ-00744,V02,RSOT,Sécurité,N1,Les évaluations qualité RSOT doivent être protégées par une permission dédiée rsot.quality.read et auditées par des événements rsot.quality.*.,Limiter la consultation des métriques de qualité et garantir la traçabilité.,Tests RBAC négatifs et inspection audit.,Un rôle non RSOT est refusé et chaque évaluation produit un audit corrélable.
REQ-00745,V02,RSOT,Fonctionnelle,N1,La qualité RSOT doit tenir compte des règles de gouvernance de source autoritative et signaler toute donnée portée par une source non autoritative.,Éviter qu’une donnée découverte ou manuelle écrase la gouvernance de référence.,Tests de gouvernance RSOT et qualité.,Une règle autoritative produit une alerte non_authoritative_source lorsque la source entrante n’est pas autoritaire.
REQ-00746,V27,WEB,Fonctionnelle,N1,"Le portail openinfra-web doit utiliser le thème Bootstrap 5 Dashboard complet avec header principal unique adapté aux domaines OpenInfra et typographie Bootstrap, tout en restant API-only.","Garantir une interface professionnelle, cohérente, pilotable et alignée sur le CLI sans exposition de secrets ni accès direct à la base de données.","Validation frontend, tests serveur web, inspection des assets Bootstrap et test de non-exposition des secrets.","Les assets runtime incluent Bootstrap 5 local, un header principal Home/Dashboard/RSOT/IPAM/DCIM/Discovery/Sécurité, la sidebar accordéon et aucun secret backend."
REQ-00747,V27,WEB,Fonctionnelle,N1,"Le portail openinfra-web doit présenter des formulaires métier complets avec inputs explicites correspondant aux variables API/CLI attendues, sans champ générique Attributs, sans indication des méthodes HTTP et sans demander de token API technique à l’opérateur.",Le portail doit être réellement pilotable par opérateur métier et le trust web-backend doit rester server-side.,"Validation frontend, tests serveur web, inspection des assets et tests de non-transmission Authorization navigateur.","La sidebar affiche des accordéons par composante hors Dashboard, les opérations sont déplacées dans ces accordéons, les formulaires exposent Numéro de série/Site/Rack/IP/etc., la version package est disponible et aucun token technique n’est demandé."
REQ-00748,V27,WEB,Fonctionnelle,N1,Le header openinfra-web ne doit plus afficher le second bandeau de recherche/actions Bootstrap ni les boutons Login/Sign-up ; la navigation opérationnelle doit rester portée par le header principal et les accordéons latéraux.,Éviter une UX redondante et supprimer des contrôles visibles non alignés avec le trust server-side web-backend.,Validation frontend et tests d’intégration serveur web inspectant les assets runtime.,"Les fragments Search OpenInfra operations, openinfra-search, openinfra-login, openinfra-signup et Sign-up sont absents des sources React et des assets runtime."
REQ-00749,V27,WEB,Fonctionnelle,N1,Le dashboard d’accueil openinfra-web doit afficher pour chaque composant métier une carte de statistiques avec métriques opérationnelles et graphique camembert de répartition lecture/mutation.,Donner une vue de pilotage immédiate par composant sans exposer de méthodes techniques ni de secrets navigateur.,Validation frontend et tests d’intégration serveur web inspectant sources React et assets runtime.,Les fragments Statistiques des composants OpenInfra openinfra-component-card et openinfra-pie-chart sont présents dans les sources React et assets runtime.
REQ-00750,V27,WEB,Fonctionnelle,N1,"Le composant public anciennement nommé Ressources Inventory/RI doit être exposé partout sous le nom RSOT (Ressource Source of Truth)/RSOT, avec contrats primaires CLI/API/RBAC rsot et alias ri/sot compatibles.",Unifier la terminologie produit sans casser les intégrations existantes.,"Tests CLI, API, frontend, smoke runtime et validation documentaire.","Le dashboard affiche RSOT, les endpoints /api/v1/rsot/* et la commande openinfra rsot fonctionnent, tandis que /api/v1/ri/* et openinfra ri restent compatibles."
REQ-00751,V27,WEB,Fonctionnelle,N1,Le dashboard d’accueil openinfra-web ne doit pas afficher d’alerte succès permanente de readiness ; les alertes visibles doivent être réservées aux erreurs et aux soumissions de formulaire.,Éviter une information redondante sur l’accueil tout en conservant un feedback explicite lors des actions opérateur.,Validation frontend et tests d’intégration inspectant les assets runtime.,"Le fragment Backend prêt est absent des sources React et assets runtime, tandis que les alertes d’erreur et de soumission restent disponibles."
REQ-00752,V27,WEB,Fonctionnelle,N1,"Les formulaires openinfra-web doivent être câblés sur les vrais contrats backend /api/v1 via le proxy serveur, avec paramètres obligatoires et noms de champs alignés sur les commandes applicatives.",Garantir que chaque formulaire affiché est réellement exécutable et non simplement déclaratif.,"Validation frontend, tests proxy web et tests de non-régression des contrats de formulaire.","Les formulaires RSOT, IPAM, DCIM, Discovery, Sécurité et Audit ciblent les routes API existantes ; IPAM ui-search, allocate, Discovery register et authorize utilisent les champs attendus."
REQ-00753,V27,WEB,Sécurité,N1,"openinfra-web doit injecter côté serveur un jeton bearer backend optionnel pour les appels API authentifiés, depuis un secret runtime interne ou une valeur serveur dédiée, sans exposer ce jeton dans les sources, assets, config publique, fichier .env ou formulaires navigateur.",Permettre des soumissions de formulaires fonctionnelles en runtime authentifié tout en conservant le modèle BFF server-side sans token opérateur.,"Tests proxy web, lecture de secret runtime protégé, inspection Compose/config publique et validation de non-exposition des secrets.","Le bearer est lu côté serveur depuis le fichier runtime monté en lecture seule via --backend-bearer-token-file, avec OPENINFRA_WEB_BACKEND_BEARER_TOKEN comme surcharge dédiée optionnelle ; Authorization navigateur n’est pas relayé et OPENINFRA_BOOTSTRAP_TOKEN est absent du contrat .env."
REQ-00754,V27,WEB,UX,N2,Les camemberts du dashboard d’accueil doivent être environ deux fois plus grands que la version initiale et rester responsives selon la taille de l’écran.,Améliorer la lisibilité des métriques de composants sans casser la mise en page mobile ou desktop.,Validation frontend et tests d’intégration inspectant les assets CSS runtime.,"Les assets CSS utilisent --openinfra-pie-size avec clamp(), un diamètre desktop plafonné à 10.5rem et une règle mobile dédiée."
REQ-00755,V27,WEB,UX,N2,La titlebar du dashboard d’accueil openinfra-web doit disposer d’un espacement vertical responsive autour du titre et du sous-titre.,Améliorer la lisibilité de l’accueil et éviter un rendu trop compact de l’en-tête métier.,Validation frontend et tests d’intégration inspectant les assets CSS runtime.,Les assets CSS appliquent padding-block clamp(1rem 2vw 1.75rem) à .openinfra-titlebar et conservent un interligne lisible pour le sous-titre.
REQ-00756,V27,WEB,Sécurité,N1,"openinfra-web doit résoudre un jeton bearer server-side effectif lorsque la surcharge OPENINFRA_WEB_BACKEND_BEARER_TOKEN est vide en lisant le secret bootstrap géré par le runtime interne, et ne doit jamais exposer au navigateur une erreur brute missing bearer token pour les formulaires authentifiés.",Garantir que les soumissions web fonctionnent dans le runtime Docker authentifié sans demander de token à l’opérateur et sans fuite d’erreur technique backend.,"Tests proxy web, tests de factory avec fichier secret, inspection Compose/runtime et contrôle de purge des anciennes variables .env.","Un OPENINFRA_WEB_BACKEND_BEARER_TOKEN vide bascule sur le fichier protégé /run/openinfra/secrets/bootstrap-token ; sans secret disponible, openinfra-web retourne une erreur de configuration BFF explicite et non le message backend missing bearer token."
REQ-00757,V27,WEB,Sécurité,N1,openinfra-web doit exposer un statut BFF sans secret via /status et assainir toute erreur backend brute missing bearer token avant retour au navigateur.,Permettre le diagnostic d’exploitation des formulaires protégés sans fuite de secret ni message technique backend directement visible par l’opérateur.,"Tests serveur web, inspection assets et validation non-exposition du bearer.",Le statut /status indique l’état des formulaires protégés et du trust server-side sans valeur de secret ; une réponse backend missing bearer token est convertie en erreur BFF assainie.
REQ-00758,V21,RSOT,Historique,N1,"RSOT doit exposer une restitution historique as-of des objets, un filtrage temporel des relations et un audit par objet sans migration destructive des snapshots existants.",Permettre aux opérateurs de reconstruire l’état d’une ressource et de ses dépendances à une date donnée tout en auditant précisément ses changements.,"Tests service, API HTTP, CLI, JSON store, PostgreSQL repository et OpenAPI.",Les commandes openinfra rsot get-object-as-of/list-object-audit
REQ-00759,V21,RSOT,Gouvernance,N1,RSOT doit exposer une réconciliation gouvernée dry-run/apply qui évalue les règles de source autoritative avant toute mise à jour.,"Permettre fusion, conflit, source prioritaire et résolution sans écrasement silencieux.","Tests service, API HTTP, CLI, frontend et audit.","Un plan refusé reste non appliqué, un plan accepté peut être appliqué, et les actions rsot.reconciliation.plan/apply sont consultables par audit objet."
REQ-00760,V21,RSOT,Taxonomie,N1,"RSOT doit supporter une taxonomie complète des catégories de ressources trouvables dans un datacenter, chaque catégorie regroupant tous les types de ressources qui lui sont rattachés.","Permettre un inventaire homogène des serveurs, postes, écrans, équipements réseau, stockage, alimentation, refroidissement, câblage, cloud, logiciels et autres ressources DC.",Tests domaine/service/API/CLI/frontend et revue du catalogue.,"Le catalogue expose les catégories server, personal-computer, monitor-peripheral, network-device, storage, power-supply, rack-facility, cooling, security-safety, telecom, cloud-virtualization, software-service, cable-connectivity, mobile-iot et other, avec des types compatibles par catégorie."
REQ-00761,V21,RSOT,UX,N1,"Lors de la création ou modification d’une ressource RSOT, le choix d’une catégorie doit filtrer automatiquement le champ type de ressource.",Réduire les erreurs opérateur et empêcher les combinaisons incohérentes comme server/firewall ou storage/laptop.,Tests frontend runtime et tests de validation service.,Le dashboard présente un select Catégorie et un select Type de ressource dépendant ; le backend rejette toute combinaison catégorie/type non autorisée.
REQ-00762,V01,WEB,UX,N2,Tous les formulaires OpenInfra respectant une structuration catégorie/type doivent utiliser un mécanisme générique de filtrage dépendant et non une logique spécifique par composant.,Garantir une extension maintenable aux autres composants sans duplication de logique UI.,Validation frontend et tests intégration web inspectant optionsByField/optionsMap.,Un champ select peut déclarer optionsByField et optionsMap ; la mise à jour dynamique fonctionne pour RSOT et reste réutilisable par les autres composants.
REQ-00763,V02,DCIM,Fonctionnelle,N1,"OpenInfra doit exposer la localisation ou relocalisation d’un équipement DCIM par API HTTP et formulaire web sans contourner les contraintes métier de salle, ligne, colonne, rack, face, position U, hauteur U et coordonnées X/Y/Z.",Permettre aux intégrations et aux opérateurs terrain de maintenir le chemin physique exploitable depuis une interface standard et automatisable.,"Tests API HTTP, tests intégration web, validation frontend, OpenAPI et revue du service DCIM existant.",POST /api/v1/dcim/locations retourne un équipement sérialisé avec location complète ; le dashboard expose le même contrat ; les conflits de rack/U restent rejetés par le service métier.
REQ-00764,V02,DCIM,UX,N1,"OpenInfra doit exposer l’élévation rack DCIM dans le dashboard opérateur via le contrat backend existant GET /api/v1/dcim/rack-elevation, avec sélection de la face et du format de rendu.",Permettre aux techniciens et opérateurs de visualiser l’occupation U depuis le portail sans réimplémentation métier côté navigateur.,"Validation frontend, tests intégration web et vérification des routes backend réelles.","Le dashboard expose Élévation rack, Face rack et Format rendu ; la route /v1/dcim/rack-elevation correspond à une API backend réelle et les rendus json/svg/html restent fournis par le service DCIM."
REQ-00765,V05,DCIM,Fonctionnelle,N1,"Le dashboard DCIM doit exposer les opérations de câblage terrain permettant de définir un panneau de brassage, définir un port DCIM et connecter un câble via les contrats backend existants.",Permettre aux opérateurs datacenter de documenter les chemins câble de bout en bout sans passer par un client API technique.,"Validation frontend, tests intégration openinfra-web et tests de non-régression des contrats API DCIM cabling.","Le dashboard contient les opérations Définir un panneau de brassage, Définir un port DCIM et Connecter un câble ; elles ciblent /api/v1/dcim/patch-panels, /api/v1/dcim/ports et /api/v1/dcim/cables sans réimplémenter les validations métier côté navigateur."
REQ-00766,V05,DCIM,Fonctionnelle,N1,"Le dashboard DCIM doit exposer les opérations énergie/refroidissement permettant de définir un équipement électrique, définir un circuit électrique, définir une zone de refroidissement, réserver la puissance d’un équipement et consulter la capacité énergie/refroidissement d’un rack via les contrats backend existants.",Permettre aux opérateurs datacenter de documenter et contrôler les chaînes énergie/refroidissement sans passer par un client API technique.,"Validation frontend, tests intégration openinfra-web, tests découverte API/OpenAPI et tests de non-régression des contrats DCIM énergie/refroidissement.","Le dashboard contient les opérations énergie/refroidissement DCIM et elles ciblent les routes power-devices, power-circuits, cooling-zones, power-reservations et energy-cooling-capacity sans réimplémenter les validations métier côté navigateur."
REQ-00767,V02,RSOT,UX,N1,"Les sélecteurs de catégories et types de ressources RSOT doivent afficher les libellés métier aux opérateurs tout en conservant les valeurs normalisées internes dans les payloads API, et la taxonomie ne doit plus exposer les types génériques obsolètes physical-server et disk.",Améliorer la lisibilité opérateur sans casser les contrats internes ni conserver des types redondants avec les spécialisations serveur et stockage.,"Tests domaine, service, intégration openinfra-web et validation frontend inspectant labels, valeurs internes et exclusions.","Les listes Catégorie/Type affichent Rack server, Firewall ou Storage array ; les valeurs transmises restent rack-server, firewall ou storage-array ; physical-server et disk sont absents du catalogue et des assets runtime."
REQ-00768,V05,DCIM,Fonctionnelle,N1,"OpenInfra doit exposer un jumeau numérique DCIM initial consolidant salle, racks, équipements, panneaux, ports, câbles, circuits, réservations et capacité énergie/refroidissement via API HTTP, CLI et dashboard.",Permettre aux opérateurs datacenter de disposer d’une vue cohérente salle/rack/énergie/câblage sans recomposer plusieurs exports techniques.,"Tests service, CLI, API HTTP, frontend, OpenAPI et validation de non-régression DCIM.","GET /api/v1/dcim/digital-twin et openinfra dcim digital-twin retournent un document dcim_digital_twin contenant summary, room_plan, racks, floor_equipment, cables et integrity ; le dashboard expose Jumeau numérique salle."
REQ-00769,V03,IPAM,UX,N1,"Le dashboard IPAM doit exposer les opérations Enterprise++ majeures VRF, agrégats, préfixes, plages, adresses, allocation, assistant de réservation, capacité, bindings réseau, VLAN/VXLAN, ASN/BGP, observations DNS/DHCP, conflits et prévisualisation DDI via les contrats backend existants.",Permettre aux opérateurs réseau d'administrer l'IPAM sans client API technique tout en conservant les règles métier côté backend.,"Validation frontend, tests d'intégration openinfra-web, tests découverte API et vérification des routes backend réelles.",Le dashboard contient les opérations IPAM Enterprise++ et chacune cible une route /api/v1/ipam/* existante ; le document de découverte API expose la section ipam sans duplications métier côté navigateur.
REQ-00770,V03,IPAM,Cartographie,N1,"OpenInfra doit exposer une topologie opérationnelle IPAM consolidant VRF, agrégats, préfixes, plages, adresses, réservations, VLAN/VXLAN, ASN/BGP et observations DNS/DHCP sous forme de graphe noeuds/arêtes exploitable par API, CLI et dashboard.",Permettre aux opérateurs réseau et aux automatismes de comprendre rapidement les dépendances L3/L2/BGP/DDI sans recomposer plusieurs exports techniques.,"Tests service, CLI, API HTTP, frontend, OpenAPI et contrôle d’intégrité du graphe.",GET /api/v1/ipam/topology et openinfra ipam topology retournent summary
REQ-00771,V04,DISCOVERY,Sécurité,N1,OpenInfra doit permettre l’enrôlement direct en CLI des proxies Discovery auprès d’un ou plusieurs backends uniquement lorsque l’édition active est Enterprise.,Autoriser les topologies proxy collecteur Enterprise sans exposer de client API manuel ni permettre un enrôlement distribué en Lite/Pro.,"Tests domaine, service, CLI local/distant, API HTTP, OpenAPI, édition gates et audit.","La commande openinfra discovery proxy-enroll refuse Lite/Pro, poste vers /api/v1/discovery/proxy-enrollments en Enterprise, accepte plusieurs backends, écrit un fichier local 0600 optionnel et le backend persiste un collector site-proxy/network-proxy/datacenter-proxy audité."
REQ-00772,V27,WEB,UX,N2,"Le portail openinfra-web doit remplacer les couleurs basic Bootstrap par une charte visuelle premium inspirée cloud provider, appliquée via Bootstrap 5 et CSS produit, sans modifier la structure des pages ni importer d’asset tiers.","Améliorer l’harmonie visuelle et l’attractivité opérateur tout en préservant le contrat HTML/React, le runtime offline et la maintenabilité.","Validation frontend, tests intégration openinfra-web et inspection des assets CSS runtime.","Les assets CSS exposent les variables navy/action/cyan, surchargent header, boutons, badges, formulaires, cards, sidebar, focus rings et transitions ; les pages gardent leur structure existante."
REQ-00773,V04,DISCOVERY,Sécurité,N1,"OpenInfra doit permettre la vérification locale en CLI des fichiers d’enrôlement proxy Discovery Enterprise générés par la commande distante, avec contrôle édition, schéma JSON, résultats backend et permissions de fichier.",Permettre aux opérateurs Enterprise de contrôler hors-ligne qu’un proxy est enrôlé correctement auprès des backends HA avant déploiement ou redémarrage d’agent.,"Tests unitaires validateur, tests CLI, contrôle permissions POSIX et non-régression du rendu JSON CLI.","openinfra discovery proxy-enroll-verify refuse Lite/Pro, lit le fichier --config, exige un objet JSON avec tenant_id/name/enrolled/results, vérifie les URLs backend, codes HTTP, réponses JSON et permissions 0600 ; --allow-partial transforme les enrôlements backend partiels en avertissements."
REQ-00774,V27,WEB,UX,N2,"La page d’accueil du portail openinfra-web doit afficher le titre court Dashboard et les métriques/cartes de synthèse d’accueil doivent rester strictement limitées à cette page, sans être reprises dans les pages de composants.","Clarifier l’expérience opérateur : le Dashboard sert de synthèse globale, tandis que chaque page composant reste focalisée sur son formulaire métier et son résultat.","Validation frontend, tests intégration openinfra-web et inspection des assets React/runtime.",Le titre long Dashboard de pilotage OpenInfra est absent des sources runtime ; la titlebar affiche Dashboard sur l’accueil ; les métriques openinfra-dashboard-metrics et les statistiques des composants sont conditionnées à activeModuleId overview uniquement.
REQ-00775,V27,WEB,UX,N2,"Les blocs de contenu du portail openinfra-web doivent utiliser une ombre portée allégée, distincte des effets du header et du menu latéral, afin de rendre l’expérience visuelle plus fluide.","Réduire la mise en perspective trop forte des cartes, métriques et formulaires sans affaiblir la hiérarchie de navigation.","Validation frontend, tests intégration openinfra-web et inspection des variables CSS runtime.","Les assets CSS exposent --openinfra-content-shadow et --openinfra-content-shadow-hover ; titlebar, cards, métriques, synthèses et cartes composants utilisent ces tokens ; header et sidebar conservent leurs effets propres."
REQ-00776,V27,WEB,UX,Les pages composant openinfra-web ne doivent pas afficher d’alerte informative ou succès par défaut ; les alertes visibles doivent être strictement contextuelles et les textes hérités des anciennes alertes permanentes doivent être retirés.,Les pages composant openinfra-web ne doivent pas afficher d’alerte informative ou succès par défaut ; les alertes visibles doivent être strictement contextuelles.,"Validation frontend, tests intégration openinfra-web et inspection des assets runtime.","Les assets runtime ne contiennent plus de rendu alert-info, role note, texte permanent de formulaire typé ni aide statique issue d’une ancienne alerte ; l’alerte succès reste conditionnée à une soumission effective et les warnings/errors restent disponibles.",Les assets runtime ne contiennent plus de rendu alert-info ni role note pour l’aide formulaire ; le texte indicatif reste visible ; l’alerte succès reste conditionnée à une soumission effective et les warnings/errors restent disponibles.
REQ-00777,V27,WEB,UX,N2,"Le header openinfra-web doit être transformé en double barre avec une recherche globale centrée, une icône loupe SVG, des résultats groupés par composant et des actions Swagger/ReDoc intégrées au thème.",Permettre une recherche transverse rapide sans réintroduire les anciens contrôles Login/Sign-up ni une recherche locale non contextualisée.,"Validation frontend, tests intégration openinfra-web et inspection des assets runtime CSS/JS.","Le second bandeau expose un champ de recherche globale centré sur 50 % de l’espace desktop, les résultats sont groupés par composant, Swagger pointe vers /docs, ReDoc vers /redoc et les anciens contrôles Login/Sign-up restent absents."
REQ-00778,V27,WEB/API,Fonctionnel,N2,"La recherche globale du header openinfra-web doit interroger le backend OpenInfra et retourner des résultats métiers groupés par composant RSOT, IPAM et Discovery lorsque des données existent.","Transformer la recherche globale en recherche transverse opérationnelle au-delà du filtrage local des menus, tout en respectant les permissions métier.","Tests service, tests API HTTP, tests CLI, validation frontend et inspection OpenAPI.","GET /api/v1/search/global retourne des groupes RSOT/IPAM/Discovery, la CLI openinfra search global réutilise le même service, le header web consomme l’endpoint et les composants non autorisés ne divulguent aucune donnée."
REQ-00779,V27,WEB,UX,N2,La recherche globale openinfra-web ne doit jamais exposer les erreurs réseau techniques brutes du navigateur et doit utiliser le préfixe API public résolu dynamiquement par le BFF.,"Éviter les messages opérateur non maîtrisés comme Failed to fetch, garantir la compatibilité reverse-proxy same-origin et supprimer la dépendance à OPENINFRA_WEB_PUBLIC_API_BASE_URL dans le fichier .env.","Validation frontend, tests d’intégration openinfra-web et contrôle de migration des anciennes variables .env vers la résolution runtime interne.","Le frontend reçoit apiBaseUrl=/api depuis le bootstrap BFF, découvre l’édition effective auprès du backend, affiche un message générique en cas d’indisponibilité et conserve les résultats locaux groupés par composant."
REQ-00780,V27,WEB,UX,N2,Les camemberts de statistiques du Dashboard doivent utiliser la palette initiale lisible bleu action et vert mutation.,Réduire la fatigue visuelle signalée tout en conservant la visualisation lecture/mutation et les contrats backend inchangés.,"Validation frontend, tests intégration openinfra-web et inspection CSS runtime.",Les camemberts utilisent --openinfra-action et --openinfra-green pour le gradient et les légendes ; le duo bleu nuit/fuchsia n’est plus utilisé dans le rendu des camemberts.
REQ-00781,V27,WEB,UX,N2,Les boutons Swagger et ReDoc du header openinfra-web doivent ouvrir les routes documentaires réelles du backend API via les liens publiés par /config.json.,Éviter des liens statiques non fonctionnels lorsque le portail web est servi séparément du backend API ou derrière un proxy BFF.,"Validation frontend, tests intégration openinfra-web et test proxy HTTP des routes /docs, /swagger, /redoc, /openapi.yaml et /api/v1/openapi.yaml.","/config.json publie apiDocumentation, les boutons utilisent ces URLs, openinfra-web proxyfie les routes documentaires vers openinfra-api et aucune route documentaire ne dépend d’un rendu statique local."
REQ-00782,V27,WEB,UX,N2,"L’entrée RSOT du portail openinfra-web doit utiliser une icône pleine et opaque représentant un référentiel ou une référence, et non une table générique ni une icône outline divergente.","Rendre le rôle de référentiel canonique RSOT immédiatement compréhensible dans le header, le menu latéral et les cartes de composants tout en conservant une densité visuelle homogène avec les autres SVG de composants.","Validation frontend, tests intégration openinfra-web et inspection des assets React/runtime.",Les catalogues d’icônes React/runtime exposent l’icône reference pleine/opaque ; le module RSOT l’utilise ; l’ancien mapping icon table et l’ancienne variante outline pour RSOT sont interdits.
REQ-00783,V27,WEB,UX,N2,"Le header openinfra-web doit rester fixe en haut de viewport, porter une ombre plus prononcée que les blocs de contenu et laisser les pages scroller exactement sous le double bandeau sur toute la largeur.","Conserver les accès navigation/recherche/API docs pendant l’exploitation de pages longues, renforcer la séparation visuelle du header et éviter tout recouvrement ou marge parasite du contenu métier.","Validation frontend, tests intégration openinfra-web et inspection CSS/JS runtime des ombres et offsets.",Le header porte openinfra-header-stack en position fixed avec --openinfra-header-shadow ; cette ombre est plus forte que --openinfra-content-shadow ; le body et le document utilisent --openinfra-fixed-header-height/scroll-padding-top ; le menu latéral colle sous le header.
REQ-00784,V07,ITAM,Fonctionnelle,N1,OpenInfra doit gérer un profil de support ITAM par équipement physique séparant strictement garantie/support constructeur immuables et contrats de support tiers complémentaires.,Préserver la vérité constructeur initiale tout en permettant un support tiers sans écrasement ni ambiguïté opérationnelle.,"Tests domaine, service, API HTTP, CLI, migration PostgreSQL et audit.","Les endpoints /api/v1/itam/support-profile, /manufacturer et /third-party, la CLI openinfra itam et les dépôts JSON/PostgreSQL conservent le support constructeur et ajoutent les supports tiers séparément."
REQ-00785,V07,ITAM,Fonctionnelle,N1,"OpenInfra doit exposer un rapport de couverture ITAM par équipement physique indiquant le statut de garantie constructeur, les jours restants, les supports tiers actifs et l’état global de couverture.","Permettre aux équipes exploitation et achats d’identifier les actifs couverts, expirés ou basculés sur support tiers sans altérer la donnée constructeur canonique.","Tests domaine, service, API HTTP, CLI et OpenAPI.","Le service, l’API /api/v1/itam/support-coverage et la CLI openinfra itam support-coverage retournent un rapport déterministe avec warranty_status, warranty_days_remaining, compteurs tiers et coverage_state."
REQ-00786,V27,WEB,UX,N2,"Le panneau latéral openinfra-web doit ouvrir les accordéons de composants dans le flux vertical, sans masquer d’opérations ni superposer les composants inférieurs.","Permettre aux opérateurs de parcourir des composants longs sans perte d’éléments, même lorsque plusieurs menus contiennent de nombreuses opérations.","Validation frontend, tests intégration openinfra-web et inspection CSS runtime du scroll latéral.","Les panneaux .openinfra-accordion-panel.show utilisent max-height: none et overflow: visible ; l’ancien plafond max-height: 34rem est interdit ; la sidebar porte overflow-y: auto, overscroll-behavior: contain et scrollbar-gutter: stable sous le header fixe."
REQ-00787,V27,WEB,UX,N2,"Le composant ITAM doit être visible et accessible depuis le Dashboard, le header, le panneau latéral et la recherche globale openinfra-web avec une icône SVG pleine adaptée aux actifs.","Aligner l’ergonomie du portail avec les fonctionnalités ITAM déjà exposées côté domaine, API et CLI afin d’éviter une fonctionnalité invisible pour l’opérateur.","Validation frontend, tests intégration openinfra-web, recherche globale backend et inspection assets React/runtime.","ITAM apparaît dans les modules Dashboard, header, sidebar et recherche locale ; son icône asset pleine est présente ; les opérations support-profile/support-coverage/constructeur/tiers sont accessibles."
REQ-00788,V27,WEB,UX,N2,Les boutons Swagger et ReDoc du double header doivent conserver leur branchement backend tout en étant réduits de moitié pour ne pas déséquilibrer la barre de recherche globale.,Préserver l’accès rapide à la documentation API sans dominer visuellement le bandeau global ni réduire la lisibilité de la recherche.,Validation frontend et tests intégration openinfra-web sur les classes CSS openinfra-api-doc-actions.,"Les boutons Swagger/ReDoc utilisent une largeur minimale réduite, un padding réduit et une taille typographique compacte tout en conservant href, target et aria-label backend API."
REQ-00789,V27,WEB,UX/Accessibilité,N1,"Toutes les pages et tous les composants du portail openinfra-web doivent appliquer une baseline WCAG 2.2 niveau AA couvrant navigation clavier, lecteurs d’écran, annonces dynamiques, formulaires, contraste, focus, zoom, couleurs forcées, réduction des mouvements et alternatives textuelles pour les utilisateurs sourds ou malentendants.","Permettre une exploitation autonome par des opérateurs aveugles, malvoyants, sourds, malentendants ou à mobilité réduite, sans modifier les contrats API ni dupliquer les règles métier côté navigateur.","Lint JSX accessible, validations DOM/CSS/ARIA React-runtime, tests Node.js et Python, build Vite et recette manuelle avec technologies d’assistance.","Trois liens d’évitement ciblent contenu/navigation/recherche ; landmarks et titres structurent chaque page ; navigation composants au clavier avec flèches/Home/End/Échap et restauration du focus ; états et résultats sont annoncés via aria-live/status/alert ; formulaires exposent labels, required et aria-invalid ; focus visible et contrastes renforcés ; couleurs forcées et prefers-reduced-motion sont pris en charge ; aucune information n’est portée uniquement par la couleur ou le son ; tout futur média audio/vidéo fournit sous-titres, transcription et alternative visuelle."
REQ-00790,V27,WEB,UX,N2,"Le portail openinfra-web doit afficher l’édition runtime juste après le logo OpenInfra dans la première barre du header, sans afficher en permanence le mode d’authentification dans la titlebar.",Réduire le bruit opérateur tout en gardant l’édition visible au niveau produit et en conservant le contrat de configuration authMode pour le fonctionnement applicatif.,"Validation frontend, tests intégration openinfra-web et inspection assets React/runtime.",Le badge openinfra-edition-badge est rendu après la marque OpenInfra ; la titlebar ne contient plus les badges édition/authentification ; le fond du badge est un dégradé fuchsia sans surcharge de gabarit Bootstrap.
REQ-00791,V27,WEB,UX,N2,"Le badge d’édition openinfra-web affiché après le logo doit utiliser un fond fuchsia dégradé effectif, sans héritage du bleu Bootstrap text-bg-primary.",Garantir une identité visuelle conforme à la demande opérateur sans modifier la taille du badge ni le contrat de configuration.,"Validation frontend, tests intégration openinfra-web et inspection CSS/JS React/runtime.",Le badge conserve la classe Bootstrap badge mais ne porte plus text-bg-primary ; le sélecteur .badge.openinfra-edition-badge force un gradient fuchsia sans var(--openinfra-action) dans son bloc CSS.
REQ-00792,V27,WEB,UX,N2,Le badge d’édition openinfra-web affiché après le logo doit utiliser un dégradé fuchsia très foncé tirant vers prune chaud/bruné sans devenir marron.,Respecter l’ajustement visuel demandé sans réintroduire le bleu Bootstrap ni modifier le gabarit du badge.,"Validation frontend, tests intégration openinfra-web et inspection CSS/JS React/runtime.",Le badge conserve la classe Bootstrap badge sans text-bg-primary ; le bloc CSS .badge.openinfra-edition-badge contient le gradient #2a0015/#4b001f/#6a1430 et ne contient ni l’ancien fuchsia clair ni une couleur marron explicite.
REQ-00793,V27,WEB/API,Fonctionnelle,N2,"Le portail openinfra-web et l’API HTTP doivent exposer l’administration en lecture des politiques d’édition, des décisions de capacité et des décisions de quota runtime sans dupliquer les règles métier côté navigateur.",Permettre aux administrateurs de vérifier Lite/Pro/Enterprise depuis l’interface et l’API tout en conservant EditionQueryService comme source de décision centralisée et contrôlée par RBAC.,"Tests API HTTP, découverte API, OpenAPI, validation frontend, tests intégration openinfra-web et contrôle CI des commandes CLI équivalentes.","GET /api/v1/editions/policies, /feature-check et /quota-check sont publiés dans discovery/OpenAPI, exigent security:admin lorsque l’authentification est active, et le composant Sécurité/RBAC/Audit expose les trois opérations web correspondantes."
